Postcode;Plaatsnaam;Gemeentecode;Gemeente;Provinciecode;Provincie;Zorgkantoorcode;Zorgkantoor;Rechtspersoon
3112;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3113;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3114;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3115;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3116;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3117;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3118;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3119;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3121;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3122;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3123;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3124;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3125;SCHIEDAM          ;606;SCHIEDAM                ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3130;VLAARDINGEN       ;622;VLAARDINGEN             ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3131;VLAARDINGEN       ;622;VLAARDINGEN             ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3132;VLAARDINGEN       ;622;VLAARDINGEN             ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3133;VLAARDINGEN       ;622;VLAARDINGEN             ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3134;VLAARDINGEN       ;622;VLAARDINGEN             ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3135;VLAARDINGEN       ;622;VLAARDINGEN             ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3136;VLAARDINGEN       ;622;VLAARDINGEN             ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3137;VLAARDINGEN       ;622;VLAARDINGEN             ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3138;VLAARDINGEN       ;622;VLAARDINGEN             ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3140;MAASSLUIS         ;556;MAASSLUIS               ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3141;MAASSLUIS         ;556;MAASSLUIS               ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3142;MAASSLUIS         ;556;MAASSLUIS               ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3143;MAASSLUIS         ;556;MAASSLUIS               ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3144;MAASSLUIS         ;556;MAASSLUIS               ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3145;MAASSLUIS         ;556;MAASSLUIS               ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3146;MAASSLUIS         ;556;MAASSLUIS               ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3147;MAASSLUIS         ;556;MAASSLUIS               ;H;Zuid-Holland;5522;NIEUWE WATERWEG-NOORD;DSW
3150;HOEK VAN HOLLAND  ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3151;HOEK VAN HOLLAND  ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3155;MAASLAND          ;1842;MIDDEN-DELFLAND         ;H;Zuid-Holland;5519;DELFT WESTLAND OOSTLAND;DSW
3160;RHOON             ;613;ALBRANDSWAARD           ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3161;RHOON             ;613;ALBRANDSWAARD           ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3162;RHOON             ;613;ALBRANDSWAARD           ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3165;ROTTERDAM ALBRANDS;613;ALBRANDSWAARD           ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3170;POORTUGAAL        ;613;ALBRANDSWAARD           ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3171;POORTUGAAL        ;613;ALBRANDSWAARD           ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3172;POORTUGAAL        ;613;ALBRANDSWAARD           ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3176;POORTUGAAL        ;613;ALBRANDSWAARD           ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3180;ROZENBURG ZH      ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3181;ROZENBURG ZH      ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3190;HOOGVLIET RT      ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3191;HOOGVLIET RT      ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3192;HOOGVLIET RT      ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3193;HOOGVLIET RT      ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3194;HOOGVLIET RT      ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3195;PERNIS RT         ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3196;VONDELINGENPL RT  ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3197;BOTLEK RT         ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3198;EUROPOORT RT      ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3199;MAASVLAKTE RT     ;599;ROTTERDAM               ;H;Zuid-Holland;5521;ROTTERDAM;Achmea
3200;SPYKENISSE        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3201;SPYKENISSE        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3202;SPYKENISSE        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3203;SPYKENISSE        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3204;SPYKENISSE        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3205;SPYKENISSE        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3206;SPYKENISSE        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3207;SPYKENISSE        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3208;SPYKENISSE        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3209;HEKELINGEN        ;612;SPIJKENISSE             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3211;GEERVLIET         ;568;BERNISSE                ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3212;SIMONSHAVEN       ;568;BERNISSE                ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3214;ZUIDLAND          ;568;BERNISSE                ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3216;ABBENBROEK        ;568;BERNISSE                ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3218;HEENVLIET         ;568;BERNISSE                ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3220;HELLEVOETSLUIS    ;530;HELLEVOETSLUIS          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3221;HELLEVOETSLUIS    ;530;HELLEVOETSLUIS          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3222;HELLEVOETSLUIS    ;530;HELLEVOETSLUIS          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3223;HELLEVOETSLUIS    ;530;HELLEVOETSLUIS          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3224;HELLEVOETSLUIS    ;530;HELLEVOETSLUIS          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3225;HELLEVOETSLUIS    ;530;HELLEVOETSLUIS          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3227;OUDENHOORN        ;568;BERNISSE                ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3230;BRIELLE           ;501;BRIELLE                 ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3231;BRIELLE           ;501;BRIELLE                 ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3232;BRIELLE           ;501;BRIELLE                 ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3233;OOSTVOORNE        ;614;WESTVOORNE              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3234;TINTE             ;614;WESTVOORNE              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3235;ROCKANJE          ;614;WESTVOORNE              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3237;VIERPOLDERS       ;501;BRIELLE                 ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3238;ZWARTEWAAL        ;501;BRIELLE                 ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3240;MIDDELHARNIS      ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3241;MIDDELHARNIS      ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3243;STAD AH HARINGVL  ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3244;NIEUWE TONGE      ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3245;SOMMELSDYK        ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3247;DIRKSLAND         ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3248;MELISSANT         ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3249;HERKINGEN         ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3250;STELLENDAM        ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3251;STELLENDAM        ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3252;GOEDEREEDE        ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3253;OUDDORP ZH        ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3255;OUDE TONGE        ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3256;ACHTHUIZEN        ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3257;OOLTGENSPLAAT     ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3258;DEN BOMMEL        ;1924;GOEREE-OVERFLAKKEE      ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3260;OUD BEYERLAND     ;584;OUD-BEIJERLAND          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3261;OUD BEYERLAND     ;584;OUD-BEIJERLAND          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3262;OUD BEYERLAND     ;584;OUD-BEIJERLAND          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3263;OUD BEYERLAND     ;584;OUD-BEIJERLAND          ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3264;NIEUW BEYERLAND   ;588;KORENDIJK               ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3265;PIERSHIL          ;588;KORENDIJK               ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3267;GOUDSWAARD        ;588;KORENDIJK               ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3270;MYNSHEERENLAND    ;585;BINNENMAAS              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3271;MYNSHEERENLAND    ;585;BINNENMAAS              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3273;WESTMAAS          ;585;BINNENMAAS              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3274;HEINENOORD        ;585;BINNENMAAS              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3280;NUMANSDORP        ;611;CROMSTRIJEN             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3281;NUMANSDORP        ;611;CROMSTRIJEN             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3284;ZUID BEYERLAND    ;588;KORENDIJK               ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3286;KLAASWAAL         ;611;CROMSTRIJEN             ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3290;STRYEN            ;617;STRIJEN                 ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3291;STRYEN            ;617;STRIJEN                 ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3292;STRYENSAS         ;617;STRIJEN                 ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3293;MOOKHOEK          ;617;STRIJEN                 ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3295;S GRAVENDEEL      ;585;BINNENMAAS              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3297;PUTTERSHOEK       ;585;BINNENMAAS              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3299;MAASDAM           ;585;BINNENMAAS              ;H;Zuid-Holland;5523;ZUID-HOLLANDSE EILANDEN;CZ
3300;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3301;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3311;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3312;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3313;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3314;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3315;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3316;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3317;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3318;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3319;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3328;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3329;DORDRECHT         ;505;DORDRECHT               ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3330;ZWYNDRECHT        ;642;ZWIJNDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3331;ZWYNDRECHT        ;642;ZWIJNDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3332;ZWYNDRECHT        ;642;ZWIJNDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3333;ZWYNDRECHT        ;642;ZWIJNDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3334;ZWYNDRECHT        ;642;ZWIJNDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3335;ZWYNDRECHT        ;642;ZWIJNDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3336;ZWYNDRECHT        ;642;ZWIJNDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3340;HENDR IDO AMBACHT ;531;HENDRIK-IDO-AMBACHT     ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3341;HENDR IDO AMBACHT ;531;HENDRIK-IDO-AMBACHT     ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3342;HENDR IDO AMBACHT ;531;HENDRIK-IDO-AMBACHT     ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3343;HENDR IDO AMBACHT ;531;HENDRIK-IDO-AMBACHT     ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3344;HENDR IDO AMBACHT ;531;HENDRIK-IDO-AMBACHT     ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3350;PAPENDRECHT       ;590;PAPENDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3351;PAPENDRECHT       ;590;PAPENDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3352;PAPENDRECHT       ;590;PAPENDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3353;PAPENDRECHT       ;590;PAPENDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3354;PAPENDRECHT       ;590;PAPENDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3355;PAPENDRECHT       ;590;PAPENDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3356;PAPENDRECHT       ;590;PAPENDRECHT             ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3360;SLIEDRECHT        ;610;SLIEDRECHT              ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3361;SLIEDRECHT        ;610;SLIEDRECHT              ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3362;SLIEDRECHT        ;610;SLIEDRECHT              ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3363;SLIEDRECHT        ;610;SLIEDRECHT              ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3364;SLIEDRECHT        ;610;SLIEDRECHT              ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3366;WYNGAARDEN ZH     ;1927;MOLENWAARD              ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3370;HARDINXV GIESSEND ;523;HARDINXVELD-GIESSENDAM  ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3371;HARDINXV GIESSEND ;523;HARDINXVELD-GIESSENDAM  ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3372;HARDINXV GIESSEND ;523;HARDINXVELD-GIESSENDAM  ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3373;HARDINXV GIESSEND ;523;HARDINXVELD-GIESSENDAM  ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3380;GIESSENBURG       ;689;GIESSENLANDEN           ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3381;GIESSENBURG       ;689;GIESSENLANDEN           ;H;Zuid-Holland;5524;WAARDENLAND;UVIT
3400;YSSELSTEIN UT     ;353;IJSSELSTEIN             ;M;Utrecht;5509;UTRECHT;Agis
3401;YSSELSTEIN UT     ;353;IJSSELSTEIN             ;M;Utrecht;5509;UTRECHT;Agis
3402;YSSELSTEIN UT     ;353;IJSSELSTEIN             ;M;Utrecht;5509;UTRECHT;Agis
3403;YSSELSTEIN UT     ;353;IJSSELSTEIN             ;M;Utrecht;5509;UTRECHT;Agis
3404;YSSELSTEIN UT     ;353;IJSSELSTEIN             ;M;Utrecht;5509;UTRECHT;Agis
3405;BENSCHOP          ;331;LOPIK                   ;M;Utrecht;5509;UTRECHT;Agis
3410;LOPIK             ;331;LOPIK                   ;M;Utrecht;5509;UTRECHT;Agis
3411;LOPIK             ;331;LOPIK                   ;M;Utrecht;5509;UTRECHT;Agis
3412;LOPIKERKAPEL      ;331;LOPIK                   ;M;Utrecht;5509;UTRECHT;Agis
3413;JAARSVELD         ;331;LOPIK                   ;M;Utrecht;5509;UTRECHT;Agis
3415;POLSBROEK         ;331;LOPIK                   ;M;Utrecht;5509;UTRECHT;Agis
3417;MONTFOORT         ;335;MONTFOORT               ;M;Utrecht;5509;UTRECHT;Agis
3420;OUDEWATER         ;589;OUDEWATER               ;M;Utrecht;5509;UTRECHT;Agis
3421;OUDEWATER         ;589;OUDEWATER               ;M;Utrecht;5509;UTRECHT;Agis
3425;SNELREWAARD       ;589;OUDEWATER               ;M;Utrecht;5509;UTRECHT;Agis
3430;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3431;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3432;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3433;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3434;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3435;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3436;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3437;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3438;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3439;NIEUWEGEIN        ;356;NIEUWEGEIN              ;M;Utrecht;5509;UTRECHT;Agis
3440;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3441;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3442;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3443;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3444;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3445;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3446;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3447;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3448;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3449;WOERDEN           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3450;VLEUTEN           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3451;VLEUTEN           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3452;VLEUTEN           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3453;DE MEERN          ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3454;DE MEERN          ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3455;HAARZUILENS       ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3460;LINSCHOTEN        ;335;MONTFOORT               ;M;Utrecht;5509;UTRECHT;Agis
3461;LINSCHOTEN        ;335;MONTFOORT               ;M;Utrecht;5509;UTRECHT;Agis
3464;PAPEKOP           ;589;OUDEWATER               ;M;Utrecht;5509;UTRECHT;Agis
3465;DRIEBRUGGEN       ;1901;BODEGRAVEN-REEUWIJK     ;H;Zuid-Holland;5520;MIDDEN-HOLLAND;UVIT
3466;WAARDER           ;1901;BODEGRAVEN-REEUWIJK     ;H;Zuid-Holland;5520;MIDDEN-HOLLAND;UVIT
3467;HEKENDORP         ;589;OUDEWATER               ;M;Utrecht;5509;UTRECHT;Agis
3470;KAMERIK           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3471;KAMERIK           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3474;ZEGVELD           ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3480;HARMELEN          ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3481;HARMELEN          ;632;WOERDEN                 ;M;Utrecht;5509;UTRECHT;Agis
3500;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3501;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3502;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3503;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3504;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3505;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3506;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3507;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3508;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3509;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3511;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3512;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3513;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3514;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3515;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3521;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3522;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
3523;UTRECHT           ;344;UTRECHT                 ;M;Utrecht;5509;UTRECHT;Agis
